location,year,category,rank,query
United States,2020,Games,5,Ghost of Tsushima
United States,2020,How to donate...,1,How to donate to Black Lives Matter
United States,2020,How to donate...,2,How to donate to Australian bushfires
United States,2020,How to donate...,3,How to donate blood
United States,2020,How to donate...,4,How to donate to Georgia Senate runoff
United States,2020,How to donate...,5,How to donate to Goodwill
United States,2020,How to help...,1,How to help Australia fires
United States,2020,How to help...,2,How to help Black Lives Matter
United States,2020,How to help...,3,How to help during coronavirus
United States,2020,How to help...,4,How to help Yemen
United States,2020,How to help...,5,How to help acid reflux
United States,2020,How to make...,1,How to make hand sanitizer
United States,2020,How to make...,2,How to make a face mask with fabric
United States,2020,How to make...,3,How to make whipped coffee
United States,2020,How to make...,4,How to make a mask with a bandana
United States,2020,How to make...,5,How to make a mask without sewing
United States,2020,How to style...,1,How to style curtain bangs
United States,2020,How to style...,2,How to style curly hair
United States,2020,How to style...,3,How to style biker shorts
United States,2020,How to style...,4,How to style box braids
United States,2020,How to style...,5,How to style long hair men
United States,2020,Loss,1,Kobe Bryant
United States,2020,Loss,2,Naya Rivera
United States,2020,Loss,3,Chadwick Boseman
United States,2020,Loss,4,George Floyd
United States,2020,Loss,5,Ruth Bader Ginsburg
United States,2020,Lyrics,1,WAP
United States,2020,Lyrics,2,The Box
United States,2020,Lyrics,3,Godzilla
United States,2020,Lyrics,4,GOOBA
United States,2020,Lyrics,5,Break My Stride
United States,2020,Movies,1,Parasite
United States,2020,Movies,2,1917
United States,2020,Movies,3,Black Panther
United States,2020,Movies,4,Harley Quinn: Birds of Prey
United States,2020,Movies,5,Little Women
United States,2020,Musicians and Bands,1,Shakira
United States,2020,Musicians and Bands,2,August Alsina
United States,2020,Musicians and Bands,3,Adele
United States,2020,Musicians and Bands,4,Doja Cat
United States,2020,Musicians and Bands,5,Grimes
United States,2020,Near me,1,Covid testing near me
United States,2020,Near me,2,Early voting near me
United States,2020,Near me,3,Fires near me
United States,2020,Near me,4,Voting near me
United States,2020,Near me,5,Protests near me
United States,2020,Politicians,1,Joe Biden
United States,2020,Politicians,2,Kamala Harris
United States,2020,Politicians,3,Boris Johnson
United States,2020,Politicians,4,Pete Buttigieg
United States,2020,Politicians,5,Mike Bloomberg
United States,2020,Recipes,1,Sourdough bread
United States,2020,Recipes,2,Whipped coffee
United States,2020,Recipes,3,Disney churro
United States,2020,Recipes,4,Dole Whip
United States,2020,Recipes,5,DoubleTree cookie
United States,2020,Sports Teams,1,Boston Celtics
United States,2020,Sports Teams,2,Miami Heat
United States,2020,Sports Teams,3,Kansas City Chiefs
United States,2020,Sports Teams,4,Los Angeles Clippers
United States,2020,Sports Teams,5,Dallas Stars
United States,2020,TV Shows,1,Tiger King
United States,2020,TV Shows,2,Cobra Kai
United States,2020,TV Shows,3,Ozark
United States,2020,TV Shows,4,The Umbrella Academy
United States,2020,TV Shows,5,The Queen's Gambit
United States,2020,Virtual,1,Virtual field trips
United States,2020,Virtual,2,Virtual museum tours
United States,2020,Virtual,3,Virtual Kentucky Derby
United States,2020,Virtual,4,Virtual learning
United States,2020,Virtual,5,Virtual NBA fans
United States,2020,Where is...,1,Where is my stimulus money
United States,2020,Where is...,2,Where is my refunds
United States,2020,Where is...,3,Where is Kansas City
United States,2020,Where is...,4,Where is Beirut
United States,2020,Where is...,5,Where is Shakira from
United States,2020,Where to buy...,1,Where to buy PS5
United States,2020,Where to buy...,2,Where to buy toilet paper
United States,2020,Where to buy...,3,Where to buy face masks
United States,2020,Where to buy...,4,Where to buy Xbox Series X
United States,2020,Where to buy...,5,Where to buy hand sanitizer
United States,2020,Why...,1,Why were chainsaws invented
United States,2020,Why...,2,Why is there a coin shortage
United States,2020,Why...,3,Why was George Floyd arrested
United States,2020,Why...,4,Why is Nevada taking so long
United States,2020,Why...,5,Why is TikTok getting banned
United States,2020,... during coronavirus,1,Best stocks to buy during coronavirus
United States,2020,... during coronavirus,2,Dating during coronavirus
United States,2020,... during coronavirus,3,Dentist open during coronavirus
United States,2020,... during coronavirus,4,Unemployment during coronavirus
United States,2020,... during coronavirus,5,Jobs hiring during coronavirus
United States,2020,Cómo...,1,¿Cómo van las elecciones?
United States,2020,Cómo...,2,¿Cómo hacer cubrebocas de tela?
United States,2020,Cómo...,3,¿Cómo se contagia el Coronavirus?
United States,2020,Cómo...,4,¿Cómo hacer alcohol en gel casero?
United States,2020,Cómo...,5,¿Cómo está el dólar hoy?
United States,2020,Dónde...,1,¿Dónde puedo ver los resultados de las elecciones?
United States,2020,Dónde...,2,¿Dónde puedo votar?
United States,2020,Dónde...,3,¿Dónde está mi reembolso?
United States,2020,Dónde...,4,¿De dónde es la esposa de Kobe Bryant?
United States,2020,Dónde...,5,¿De dónde viene el Coronavirus?
United States,2020,Películas,1,Las píldoras de mi novio
United States,2020,Películas,2,Sonic la película
United States,2020,Películas,3,365 Dni
United States,2020,Películas,4,La cabaña
United States,2020,Películas,5,Ya no estoy aquí
United States,2020,Qué es...,1,¿Qué es el Coronavirus?
United States,2020,Qué es...,2,¿Qué es una pandemia?
United States,2020,Qué es...,3,¿Qué es tusa?
United States,2020,Qué es...,4,¿Qué es cuarentena?
United States,2020,Qué es...,5,¿Qué es toque de queda?
United States,2020,Quién...,1,¿Quién ganó las elecciones?
United States,2020,Quién...,2,¿Quién es el nuevo presidente de los Estados Unidos?
United States,2020,Quién...,3,¿Quién va ganando la presidencia?
United States,2020,Quién...,4,¿Quién juega hoy en la Liga MX?
United States,2020,Quién...,5,¿Quién ganó el Super Bowl 2020?
United States,2020,Recetas,1,Flan
United States,2020,Recetas,2,Aguachiles
United States,2020,Recetas,3,Piña Colada
United States,2020,Recetas,4,Arroz con Leche
United States,2020,Recetas,5,Tinga de Pollo
